message,spam
"Hallo, ich suche eine Übernachtungsmöglichkeiten für erstmal 2 Wochen da ich am Montag 3.6. in Cuxhaven anfange zu arbeiten.",0
Good morning     Do you have a free apartment for one person in the vicinity 04435 Schkeuditz in the period 02.06. - 09.06.2024?    Thank you    best regards  Adriana Zaťková  +421908485161,0
"Sehr geehrter Herr Pierre-Enrico ,     ich werde ab dem 17.06.2024 zum Flughafen Leipzig/Halle abgeordnet und bräuchte ab diesem Zeitpunkt eine Unterkunft, da ich aus Schleswig-Holstein komme. Meine Frage: Ist bei ihnen noch ein Zimmer frei und dürfte mein Diensthund (in Pension) auch mit kommen.   Ich würde mich sehr freuen, wenn Sie mir eine Antwort zukommen lassen würden.     Mit freundlichen Grüßen    Daniela Gruber",0
Ich hätte gern für ganzen Monat Juni.2024 Montag bis Freitag einschließlich . Also 5 Tage oder komplett . Angebot hätte ich gerne .   MfG,0
"Guten Morgen,    Ich bin auf der Suche nach einer Unterkunft für den genannten Zeitraum.      Mit freundlichen Grüßen     Benjamin von Metzsch",0
"I saw your application and the terms and conditions, I want to make a reservation",0
"Hello!  Ich interessiere mich für die Anmietung einer Wohnung oder eines 3-Zimmer-Apartments mit zwei Einzelbetten für 6 Erwachsene. Zunächst möchte ich für einen Monat mieten, aber wir benötigen eine Langzeitmiete für ein Jahr.  Haben Sie etwas zur Verfügung?",0
"Sehr geehrter Herr Kellermann ,     ich werde ab dem 17.06.2024 zum Flughafen Leipzig/Halle abgeordnet und bräuchte ab diesem Zeitpunkt eine Unterkunft, da ich aus Schleswig-Holstein komme. Meine Frage: Ist bei ihnen noch ein Zimmer frei und dürfte mein Diensthund (in Pension) auch mit kommen.   Ich würde mich sehr freuen, wenn Sie mir eine Antwort zukommen lassen würden.     Mit freundlichen Grüßen    Daniela Gruber",0
Ich fange am Montag 3.6. an zu arbeiten und suche erstmal für 2 Wochen eine Unterkunft.,0
"Sehr geehrter Herr Podlesezky,  soeben habe ich eines Ihre Ferienwohnung in der Nähe von Markranstädt gefunden und möchte gerne wie oben den Zeitraum angegeben, die Wohnung buchen. Bitte kontaktieren Sie mich, ob in dem Monat August 2024 eine Buchung möglich ist. Auch über den Zeitraum hinaus  möchte ich gerne diese Wohnung für 2 Pers. anmieten. Für einen guten Preis würde ich mich natürlich sehr freuen.   Ich freue mich auf Ihre Rückantwort.   Bis dahin viele Grüße von   Jeanette Männel",0
"Sehr geehrte Frau Geisler ,     ich werde ab dem 17.06.2024 zum Flughafen Leipzig/Halle abgeordnet und bräuchte ab diesem Zeitpunkt eine Unterkunft, da ich aus Schleswig-Holstein komme. Meine Frage: Ist bei ihnen noch ein Zimmer frei und dürfte mein Diensthund (in Pension) auch mit kommen.   Ich würde mich sehr freuen, wenn Sie mir eine Antwort zukommen lassen würden.     Mit freundlichen Grüßen    Daniela Gruber",0
Ein Dz.,0
"Sehr geehrte Damen und Herren, mein Name ist Mulubrhan Bekhit Mehari. ich suche günstige Übernachtungen in Dessau und Umgebung von 12 bis 14 Juli. haben Sie noch frei Zimmer für diese Zeitraum. ich freue mich auf ihre Rückmeldung.    Mulubrhan Bekhit Mehari.",0
"Sehr geehrte Frau Biebel ,     ich werde ab dem 17.06.2024 zum Flughafen Leipzig/Halle abgeordnet und bräuchte ab diesem Zeitpunkt eine Unterkunft, da ich aus Schleswig-Holstein komme. Meine Frage: Ist bei ihnen noch ein Zimmer frei und dürfte mein Diensthund (in Pension) auch mit kommen.   Ich würde mich sehr freuen, wenn Sie mir eine Antwort zukommen lassen würden.     Mit freundlichen Grüßen    Daniela Gruber",0
"Sehr geehrte Damen und Herren,  mein Name ist Kristof Filipanits aus Ungarn und ich werde eine ärztliche Hospitation in Johannes Wessling Klinikum Minden verbringen.   Ich wünsche gerne bei Ihnen ein Einzelzimmer buchen für den Zeitraum 30.Juni-19.Juli 2024, falls Sie ein erreichbaren EZ anbieten könnten. Wenn ja, können Sie ein Preisangebot mir schicken für den oben genannten Zeitraum?    Vielen Dank für Ihre Hilfe im Voraus!    Mit freundlichen Grüssen,   Kristof Filipanits",0
"Sehr geehrte Frau Heiland ,     ich werde ab dem 17.06.2024 zum Flughafen Leipzig/Halle abgeordnet und bräuchte ab diesem Zeitpunkt eine Unterkunft, da ich aus Schleswig-Holstein komme. Meine Frage: Ist bei ihnen noch ein Zimmer frei und dürfte mein Diensthund (in Pension) auch mit kommen.   Ich würde mich sehr freuen, wenn Sie mir eine Antwort zukommen lassen würden.     Mit freundlichen Grüßen    Daniela Gruber",0
"Guten Abend, können Sie mir bitte mit einem Zimmer in Ihrem Gästehaus helfen?",0
Eine Verlängerung um weitere Wochen ist durchaus möglich,0
"Guten Morgen,    Ich bin auf der Suche nach einer Unterkunft für den genannten Zeitraum.  Hätten sie für diesen Zeitraum etwas zur Verfügung?    Und mit welchen Kosten müsste ich rechnen?      Mit freundlichen Grüßen     Benjamin von Metzsch",0
"Sehr geehrte Damen und Herren,   es wird angefragt ob für den obigen Zeitraum noch ein Zimmer für 2Personen frei ist.   Viele Grüße   Vera Ullmann",0
Doppel Bett,0
"Hallo, möchte nachfragen ob Sie noch Zimmer frei haben? Ich bräuchte vom 01.06.  Bis 18.06.2024 ein EZ und vom 18.06. Bis  30.06. Ein DZ evtl. Auch länger.  Über ein günstiges Angebot würde mich sehr freuen.  mfg  Petra Holzmann",0
wir suchen ein einzelzimmer für oben genannten zeitraum,0
"Sehr geehrte Damen und Herren, hiermit möchte eine kurzfristige Anfrage für ein Einzelzimmer anfragen und wie wäre der Komplettpreis.. wäre für einen kurzfristigen Besuch in 17498 Neuenkirchen/Boddenwiesen   Vielen Dank",0
"Schönen guten Tag Herr Jens Lerch hier, wollte mal nachfragen ob in diesem Zeitraum die komplette Wohnung frei wäre und würde mich über ein Angebot von ihnen freuen mit freundlichen Grüßen Jens Lerch",0
"Sehr geehrte Damen und Herren, wir suchen für vorerst einen Monat 01.06.24-30.06.24 eine Unterkunft in Spandau. Über Ihre Rückmeldung freue ich mich und verbleibe  Mit besten Grüßen  Finn-Louis John",0
"Guten Tag! Ich suche Wohnung für meine 2 Arbeiter, in der Nähe Hainichen.  Haben Sie bitte für mich etwas frei?   Vielen Danke für Antwort.  M&S electro s.r.o.",0
"Hallo,    suche Unterkunft fur 6 Per. von sonntag deb 2.6. bis 20.6.m. hatten Sie fei?  bitte Preis.  danke.  mfg  Jenca  SJ",0
"Sehr geehrte Damen und Herren,    ich suche aktuell noch für Juni diesen Jahres eine günstige Unterkunft in Frankfurt. Falls Sie mir ein Zimmer anbieten können, würde ich mich freuen, wenn Sie sich per Email bei mir melden könnten.      Beste Grüße    Frank Seifferth (frankseifferth@posteo.net>",0
"Hallo,  I'm looking for accommodation for 2 person for a few months.I have job   in Laupheim.Do you have a room from August?       Thnak you for your answer  Zdenka",0
"Sehr geehrte Damen und Herren,    ich suche aktuell noch für Juni diesen Jahres eine günstige Unterkunft in Frankfurt. Falls Sie mir ein Zimmer anbieten können, würde ich mich freuen, wenn Sie sich per Email bei mir melden könnten.      Beste Grüße    Frank Seifferth (frankseifferth@posteo.net)",0
"Guten Tag,  Wir suchen eine Unterkunft ab samstag 1.6. und bis 15.6. für 6 personen.  Können Sie uns unterstützen?  Danke im Vorhinein für ihre Antwort.  Einen schönen Tag noch,  Grüße,  Danijel Horvat",0
Wir benötigen für 3 Monteure eine Unterkunft in Dortmund. Einzelzimmer wären optimal. Wie weit ist ihre Unterkunft vom Klinikum Dortmund entfernt?  Gruß,0
"Dear Sir/Madam,  I have been accepted for the FH Karnten Master programme in Villach for Winter 2024/25 and i need to book an accommodation form around Sep 15 for at least 9 months. I am a 40 year old man and the best place for me would be a one-room apartment or a similar place. The cost would be better not exceed 500 EURs monthly.   Thank you for your attention.  Best regards,  Rahamt",0
"Hallo, haben Sie für heute noch ein Zimmer frei? MfG   Schwabe",0
"Sehr geehrte Vermieterin,  Wir sind auf der Suche nach einer Übernachtungsmöglichkeit incl. Frühstück am Bodensee mit unserer 5 jährigen Enkelin zu verbringen.  Termin ab 09.09.2024 bis 13.09.2024 ,   Ich bitte Sie zu prüfen ob bei ein Zimmer für 2 Erwachsenen und ein 5 jähriges Mädchen  zur Verfügung steht.  Für eine positive Mitteilung mit Preisangabe wären wir sehr dankbar.  Familie  Christel und Egbert Heugel",0
"Barrierefrei, Preis",0
Ich mache in der Zeit mein Praktikum beim Bundespolizeirevier Chemnitz bei der Bundespolizeiinspektion Chemnitz.,0
Anfrage für ein Zimmer. Vom 01.06. bis zum 30.09.2024,0
"Hallo  Suchen für die Übergangszeit zur neuen Wohnung eine Bleibe,  Danke",0
"Hallo, wir suchen eine Unterkunft zum oben genannten Zeitraum. Unsere Tochter feiert ihre Hochzeit in Waldersee.  VG Ch. Meißner",0
"Hallo , 1 Zimmer mit meldunk",0
"Hallo,  für den Teil meiner Ausbildung (Triebfahrzeugführer) die in Wismar stattfindet, benötige ich ein (Monteur-) Zimmer. Da Schichtbeginn und Ende durchaus im Nachtbereich liegen können, wäre ein Zimmer in Fußläufiger Entfernung zum Bahnhof sehr willkommen. Ich würde mich sehr über ein Angebot für den oben genannten Zeitraum freuen.  Mit freundlichen Grüßen  Arne Marschall",0
Ich besuche die KwF Tagung in Schwarzenborn.  Frage 1 wie weit ist es bis Schwarzenborn?  Gibt es ein Frühstück? Ich bin Barzahler !,0
"Guten Tag, können Sie mir sagen, ob für den von mir angegebenen Zeitraum eine Unterkunft verfügbar ist und wie hoch der Gesamtpreis ist?  Danke  Sorry very bed German speaking and writing, if you want to contact me, may in English.",0
Hallo Oli! Hast du frei?,0
"Guten Tag,    Ich würde gerne bei Ihnen ein Zimmer für 2 personen von 01.06.- 30.06 buchen . Wir haben einen ausgebildete Service Hund ,den  wir zu arbeiten nehmen.   Mit freundlichen Grüßen   Anita Rantal",0
Ich mache in der Zeit mein Praktikum beim Bundespolizeirevier Chemnitz bei der Bundespolizeiinspektion Chemnitz. Können Sie mir bitte ein Angebot machen? Vielen Dank!   Marc Skarica,0
Hallo ich interessiere mich für die Unterkunft für den Zeitraum vom 2. Juni bis einschließlich 9. Juni! Ich bitte um Rückmeldung. MfG,0
Ist in der Zeit noch ein Zimmer frei?Viele Grüße!!,0
"Sehr geehrte Damen und Herren, ich suchen für vorerst einen Monat 01.06.24-30.06.24 eine Unterkunft in Spandau. Über Ihre Rückmeldung freue ich mich und verbleibe  Mit besten Grüßen  Finn-Louis John",0
Benötige ein Einbettzimmer für 5 Nächte   Mit freundlichen Grüßen Klaus Tiedemann,0
Guten Tag .mein Name ist Marek .ich suche unterkunft fur 5 persone .ab 2.Juni minimal bis 9.6. .haben Sie frei bitte?,0
Hallo und einen schönen guten Tag ich möchte sie fragen ob es möglich ist eine Person bei ihnen bis 06.06 Quartieren zu können.ab Samstag.,0
"Guten Tag   Ich hätte gerne ein Doppelbettzimmer von 14. Bis 16.  Liebe Grüße   Addo, Martin",0
Sehr geehrte Damen und Herren   Ich würde gerne anfragen ob sie ein Zimmer für 1 Person frei haben. Wäre vomb1.6.24 bis 4.6.24. Ich würde mich freuen über eine Antwort und welchen Preis?    Mit freundlichen Grüßen     Frank Harbers,0
Wir suchen ein Ferienhaus für ein Famili Jubiläum für 7 Personen (6 Erwachsene und ein 15 jährige Kind) vom 12.07.24-13.07.24.    Wir freuen uns auf Ihre Rückmeldung mit einem günstigen Preis.,0
Hallo!  Ich wohne eigentlich mit meiner Familie in Deutschland hab allerdings ein Jobangebot in Zürich und würde dann als Wochenaufhalter dort arbeiten und Wochenends wieder heimfahren.  Würde dann gerne für 1/2 Monate ein Zimmer mieten (erstmals nur 2 Wochen dann direkt 1/2 Monate)    Viele liebe Grüße vom Bodensee,0
"Ist es noch möglich, für o.g. Reisedaten bei Ihnen in Wittenberg eine Übernachtung zu bekommen? Ich müsste am Sonntag sehr früh das Haus verlassen (gegen 4:30 Uhr), ist das auch ok?",0
"Guten Tag,  ich bin gerade auf Ihre Unterkunft aufmerksam geworden.  Wir suchen für unseren Sohn ab September ein Zimmer, da er in Prackenbach eine Ausbildung beginnt.  Wäre ihre Wohnung für einen längere Zeitraum mietbar und was würde das kosten?  Vielleicht können Sie mir weiterhelfen.  LG Cornelia Bohmann",0
"Hallo und guten Abend, ich suche eine Unterkunft - da meine Kinder innOberdollendorf Omahilfe brauchen.  Freue mich auf Ihre Antwort - gern können Sie mich an telefonisch erreichen.  Lieben Dank!  Martina Schiller",0
"Guten Tag   Ich hätte gerne ein Doppelbettzimmer von 14. Bis 16 in Jülich.   Liebe Grüße   Addo, Martin",0
"Guten Tag,   wir möchten ein Zimmer für die Nacht.",0
Sehr geehrte damen und herren haben sie noch etwas frei?,0
Pilgerin sucht Übernachtung 06.-07.06. ein Einzelzimmer,0
"Hallo,  ich bin auf der Suche nach einer Wohnung die man sich Wochen für Woche mieten kann, von Montag bis Freitag, jede Woche, außer im Urlaub.",0
Ist es noch möglich für o.g. Nacht bei Ihnen zu übernachten? Am Sonntag müsste ich sehr früh aus dem Haus (ca. 4:30 Uhr) - ist auch das möglich? Gibt es Fahrradabstellmöglichkeiten?,0
"Sehr geehrte Frau Schubert,  mein Name ist Finn und bin auf der Suche nach einer schönen Unterkunft für vorerst zwei Monate. Ich werde täglich von Rathaus Spandau aus mit einem Shuttle zur Arbeit gefahren. Ich arbeite im Zweischichtsystem in Nauen.  Über eine Rückmeldung freue ich mich und verbleinbe   mit besten Grüßen  Finn John",0
"Sehr geehrter Herr Nöske,  mein Name ist Finn und ich bin auf der Suche nach einer schönen Unterkunft für vorerst  1-2 Monate. Ich arbeite im Zweischichtsystem in Nauen.  Über eine Rückmeldung freue ich mich und verbleinbe   mit besten Grüßen  Finn John",0
"Hallo, würde gerne die ganze Wohnung mit 2 Monteuren buchen. Könnten Sie mich bitte schnellstens per E-Mail informieren ob frei ist und was es kostet. Mfg. St. Jurk",0
"Sehr geehrte Damen und Herren,   wir suchen eine Selbstversorgerunterkunft mit Grillmöglichkeit für unsere Familienfreizeit Mitte September. Wäre ihr Haus da noch komplett frei? Die angegebene Personenzahl ist nur die Maximalzahl, wahrscheinlich werden es um die 15 Leute.   Mit freundlichen Grüßen  Margrit Bethin",0
Hallo    Ich suche ein Zimmer an heute für 1 oder 2 Wochen. Je nachdem  wie es ihre Verfügbarkeiten  zulassen?    Bitte um rückmeldung    Mfg  Haubner,0
"Hallo,    Unser langjähriger deutscher Partner hat ein Projekt in der Nähe Ihrer Unterkunft.  .  Daher suchen wir eine Unterkunft für 2 unserer Mitarbeiter.  Adresse die Baustelle: Lilienthalstrase 47-49 Bensheim  Ab 31.5.2024 - längerfristig.    Wir sind nur an einer langfristigen Zusammenarbeit interessiert. Wir arbeiten derzeit mit mehr als 20 Unterkünften in ganz Deutschland zusammen.    Wichtig sind die Küche und das Bad selbst.  Wenn Ihre Unterkunft verfügbar ist, kontaktieren Sie uns bitte so schnell wie möglich.",0
"Hallo,    Unser langjähriger deutscher Partner hat ein Projekt in der Nähe Ihrer Unterkunft.  .  Daher suchen wir eine Unterkunft für 2 unserer Mitarbeiter.  Adresse die Baustelle:Mittenwald  Ab 31.5.2024 - längerfristig.    Wir sind nur an einer langfristigen Zusammenarbeit interessiert. Wir arbeiten derzeit mit mehr als 20 Unterkünften in ganz Deutschland zusammen.    Wichtig sind die Küche und das Bad selbst.  Wenn Ihre Unterkunft verfügbar ist, kontaktieren Sie uns bitte so schnell wie möglich.",0
Ich bin Studentin und benötige für ein Praktikum in Zweibrücken vom 22.09.2024 bis zum 11.10.2024 eine Unterkunft. Über eine Antwort würde ich mich sehr freuen.     Mit freundlichen Grüßen   Jasmin Hartmann,0
"Guten Morgen   Ich möchte zwei Zimmer buchen, eines von Sonntag (01.06.) und das andere von Montag (02.06.) bis Freitag (07.06.) mit der Möglichkeit einer Verlängerung.  Und sind noch Zimmer frei?  Namentlich; Rusin Leszek.",0
"Guten Abend,  Ich bin Krankenschwester und suche für oben genannten Zeitraum eine Unterkunft in Hamburg.  Ich wieder mich freuen, wenn Sie mir weiter helfen können!  Mit freundlichen Grüßen   Eva Nordmann",0
"Sehr geehrte Damen und Herren,     Ich bin Studentin und benötige für ein Praktikum in Zweibrücken vom 22.09.2024 bis zum 11.10.2024 eine Unterkunft. Über eine Antwort würde ich mich sehr freuen.     Mit freundlichen Grüßen   Jasmin Hartmann",0
"Sehr geehrte Damen und Herren,  für die Zeit meiner Doktorarbeit würde ich gerne in Frechen wohnen.  Bitte machen Sie mir ein Angebot für ein Einzelzimmer ab 15.06.24 für ein halbes Jahr.   Mit freundlichen Grüßen   Lydia Krämer",0
Guten Tag! Ich bin auf der Suche nach einer Unterkunft für 2 Monteure für 2 Nächte (10-12.06.). Es werden zwei Einzelbetten ein privates Bad und eine (private) Kochmöglichkeit benötigt. Haben Sie ein Zimmer mit den beschriebenen Konditionen verfügbar in diesem Zeitraum? Vielen Dank und freundliche Grüße,0
"Hallo, meine Frau und unsere 2 Kinder mit 4 und 6 Jahren sowie ich selbst würden gern 2 Nächte anfragen wollen.  Was kostet dies?  Freundliche Grüße,  Familie Schmidt",0
"Hallo, ich suche ab dem 2. Juni 3 Zimmer für 3 Personen für 7 Tage mit der Möglichkeit einer Verlängerung auf 5 Wochen. Wenn verfügbar, geben Sie bitte den Preis für 7 Tage und 5 Wochen sowie die Adresse an, die ich bei der Ankunft am Sonntagabend nach 21 Uhr in bar bezahle.  Maciej   +48 606896826",0
"Guten Tag,    ich suche ein Zimmer für mich für eine Nacht.  Haben Sie noch ein freies Zimmer und wenn ja gür welchen Preis?",0
"Buchungsanfrage    vom 03.05. bis 04.05.24   1 Person, eine Nacht    Viele Grüße     Sabrina Eisenhofer",0
"Liebe Familie Hackbarth,  ich habe kommende Woche von Montag bis Freitag einen Monteure in Salzgitter. Er braucht ein Einzelzimmer. Haben Sie hierfür Kapazitäten?",0
"Sehr geehrte Damen und Herren,  ich suche eine Unterkunft für 3 Personen ab den. 04.06.24 vorerst bis zum 13.06.24  am besten eine 3 Zimmer Wohnung mit Einzel betten.  Über ein Angebot wurde ich mich freuen.  Mit freundlichen Grüßen  Chyla",0
"Sehr geehrte Frau Günsch,    Ich hatte bereits am 22.05.24 sie kontaktiert über die Internetseite Monteurzimmer.de und angefragt inwieweit eine längerfristige Anmietung (15.07.24 - 31.07.25 - etwas länger als 1 Jahr) möglich ist und wie hoch die monatliche Miete beträgt? Wenn die hier aufgeführten Unterkunft nicht möglich ist, hätten Sie vielleicht eine Alternative?  Mit freundlichen Grüßen   Nicole Heinz",0
